month,state,district,bio_age_5_17,bio_age_17_
2025-04-01,Uttarakhand,Almora,1878,1873
2025-04-01,Uttarakhand,Bageshwar,827,1777
2025-04-01,Uttarakhand,Chamoli,1412,2205
2025-04-01,Uttarakhand,Champawat,1196,1572
2025-04-01,Uttarakhand,Dehradun,5431,7762
2025-04-01,Uttarakhand,Haridwar,5234,5015
2025-04-01,Uttarakhand,Nainital,3441,3584
2025-04-01,Uttarakhand,Pauri Garhwal,1627,2119
2025-04-01,Uttarakhand,Pithoragarh,1420,2052
2025-04-01,Uttarakhand,Rudraprayag,992,1472
2025-04-01,Uttarakhand,Tehri Garhwal,2488,3241
2025-04-01,Uttarakhand,Udham Singh Nagar,5961,5460
2025-04-01,Uttarakhand,Uttarkashi,1574,1859
2025-04-01,West Bengal,Alipurduar,372,419
2025-04-01,West Bengal,Bankura,4324,4960
2025-04-01,West Bengal,Barddhaman,7253,10110
2025-04-01,West Bengal,Bardhaman,182,568
2025-04-01,West Bengal,Birbhum,3729,5232
2025-04-01,West Bengal,Cooch Behar,2096,3125
2025-04-01,West Bengal,Dakshin Dinajpur,3066,2385
2025-04-01,West Bengal,Darjeeling,1465,3099
2025-04-01,West Bengal,Darjiling,64,181
2025-04-01,West Bengal,East Midnapore,716,1296
2025-04-01,West Bengal,Haora,436,2286
2025-04-01,West Bengal,Hooghly,6712,10261
2025-04-01,West Bengal,Howrah,3829,7347
2025-04-01,West Bengal,Jalpaiguri,3315,5838
2025-04-01,West Bengal,Jhargram,135,279
2025-04-01,West Bengal,Kalimpong,31,19
2025-04-01,West Bengal,Koch Bihar,244,840
2025-04-01,West Bengal,Kolkata,2609,7951
2025-04-01,West Bengal,Malda,3440,5957
2025-04-01,West Bengal,Maldah,242,797
2025-04-01,West Bengal,Murshidabad,8022,13859
2025-04-01,West Bengal,Nadia,4993,9147
2025-04-01,West Bengal,North 24 Parganas,8743,14168
2025-04-01,West Bengal,North Twenty Four Parganas,199,862
2025-04-01,West Bengal,Paschim Bardhaman,389,960
2025-04-01,West Bengal,Paschim Medinipur,5583,7121
2025-04-01,West Bengal,Purba Bardhaman,504,1058
2025-04-01,West Bengal,Purba Medinipur,5448,6811
2025-04-01,West Bengal,Purulia,90,230
2025-04-01,West Bengal,Puruliya,3543,5406
2025-04-01,West Bengal,South 24 Parganas,10237,12473
2025-04-01,West Bengal,South Dinajpur,45,100
2025-04-01,West Bengal,South Twenty Four Parganas,617,2024
2025-04-01,West Bengal,Uttar Dinajpur,3513,5780
2025-04-01,West Bengal,West Midnapore,327,970
2025-05-01,Andaman & Nicobar Islands,Andamans,22,158
2025-05-01,Andaman and Nicobar Islands,Nicobar,34,50
2025-05-01,Andaman and Nicobar Islands,North And Middle Andaman,272,250
2025-05-01,Andaman and Nicobar Islands,South Andaman,654,455
2025-05-01,Andhra Pradesh,Adilabad,961,2457
2025-05-01,Andhra Pradesh,Alluri Sitharama Raju,1125,964
2025-05-01,Andhra Pradesh,Anakapalli,565,480
2025-05-01,Andhra Pradesh,Anantapur,5334,6348
2025-05-01,Andhra Pradesh,Ananthapur,10603,2055
2025-05-01,Andhra Pradesh,Ananthapuramu,16807,2592
2025-05-01,Andhra Pradesh,Annamayya,1317,595
2025-05-01,Andhra Pradesh,Bapatla,508,303
2025-05-01,Andhra Pradesh,Chittoor,25633,9255
2025-05-01,Andhra Pradesh,Cuddapah,18656,5900
2025-05-01,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,615,414
2025-05-01,Andhra Pradesh,East Godavari,29904,11079
2025-05-01,Andhra Pradesh,Eluru,801,734
2025-05-01,Andhra Pradesh,Guntur,28530,12010
2025-05-01,Andhra Pradesh,Hyderabad,2418,8605
2025-05-01,Andhra Pradesh,Kakinada,1272,742
2025-05-01,Andhra Pradesh,Karim Nagar,40,116
2025-05-01,Andhra Pradesh,Karimnagar,426,1049
2025-05-01,Andhra Pradesh,Khammam,1378,2496
2025-05-01,Andhra Pradesh,Krishna,20478,9521
2025-05-01,Andhra Pradesh,Kurnool,38609,11871
2025-05-01,Andhra Pradesh,Mahabub Nagar,37,79
2025-05-01,Andhra Pradesh,Mahbubnagar,244,696
2025-05-01,Andhra Pradesh,Medak,393,979
2025-05-01,Andhra Pradesh,N. T. R,1040,991
2025-05-01,Andhra Pradesh,Nalgonda,459,1883
2025-05-01,Andhra Pradesh,Nandyal,1107,649
2025-05-01,Andhra Pradesh,Nellore,17287,6800
2025-05-01,Andhra Pradesh,Nizamabad,298,675
2025-05-01,Andhra Pradesh,Palnadu,1259,700
2025-05-01,Andhra Pradesh,Parvathipuram Manyam,1014,786
2025-05-01,Andhra Pradesh,Prakasam,24657,8625
2025-05-01,Andhra Pradesh,Rangareddi,1276,4011
2025-05-01,Andhra Pradesh,Sri Potti Sriramulu Nellore,1371,603
2025-05-01,Andhra Pradesh,Sri Sathya Sai,1043,738
2025-05-01,Andhra Pradesh,Srikakulam,15311,7444
2025-05-01,Andhra Pradesh,Tirupati,1071,828
2025-05-01,Andhra Pradesh,Visakhapatnam,28998,13737
2025-05-01,Andhra Pradesh,Vizianagaram,15557,6376
2025-05-01,Andhra Pradesh,Warangal,1438,3458
2025-05-01,Andhra Pradesh,West Godavari,19992,9925
2025-05-01,Andhra Pradesh,Y. S. R,811,448
2025-05-01,Arunachal Pradesh,Anjaw,89,101
2025-05-01,Arunachal Pradesh,Changlang,381,268
2025-05-01,Arunachal Pradesh,Dibang Valley,33,25
2025-05-01,Arunachal Pradesh,East Kameng,306,228
2025-05-01,Arunachal Pradesh,East Siang,165,93
2025-05-01,Arunachal Pradesh,Kra Daadi,118,80
2025-05-01,Arunachal Pradesh,Kurung Kumey,128,328
2025-05-01,Arunachal Pradesh,Lohit,173,281
2025-05-01,Arunachal Pradesh,Longding,196,124
2025-05-01,Arunachal Pradesh,Lower Dibang Valley,121,112
2025-05-01,Arunachal Pradesh,Lower Siang,12,10
2025-05-01,Arunachal Pradesh,Lower Subansiri,155,196
2025-05-01,Arunachal Pradesh,Namsai,423,413
2025-05-01,Arunachal Pradesh,Papum Pare,496,687
2025-05-01,Arunachal Pradesh,Shi-yomi,26,14
2025-05-01,Arunachal Pradesh,Siang,100,64
2025-05-01,Arunachal Pradesh,Tawang,149,78
2025-05-01,Arunachal Pradesh,Tirap,120,69
2025-05-01,Arunachal Pradesh,Upper Siang,116,105
2025-05-01,Arunachal Pradesh,Upper Subansiri,271,288
2025-05-01,Arunachal Pradesh,West Kameng,243,438
2025-05-01,Arunachal Pradesh,West Siang,300,182
2025-05-01,Assam,Baksa,1398,596
2025-05-01,Assam,Barpeta,7973,2201
2025-05-01,Assam,Biswanath,720,316
2025-05-01,Assam,Bongaigaon,2359,946
2025-05-01,Assam,Cachar,4128,2066
2025-05-01,Assam,Charaideo,384,209
2025-05-01,Assam,Chirang,1240,685
2025-05-01,Assam,Darrang,1534,785
2025-05-01,Assam,Dhemaji,1031,682
2025-05-01,Assam,Dhubri,2715,1222
2025-05-01,Assam,Dibrugarh,1337,1609
2025-05-01,Assam,Goalpara,1264,658
2025-05-01,Assam,Golaghat,808,785
2025-05-01,Assam,Hailakandi,650,464
2025-05-01,Assam,Hojai,1005,1076
2025-05-01,Assam,Jorhat,712,555
2025-05-01,Assam,Kamrup,3553,1175
2025-05-01,Assam,Kamrup Metro,1697,1412
2025-05-01,Assam,Karbi Anglong,2525,968
2025-05-01,Assam,Karimganj,1373,809
2025-05-01,Assam,Kokrajhar,1955,950
2025-05-01,Assam,Lakhimpur,1517,969
2025-05-01,Assam,Majuli,296,115
2025-05-01,Assam,Marigaon,1477,923
2025-05-01,Assam,Nagaon,3311,4916
2025-05-01,Assam,Nalbari,669,421
2025-05-01,Assam,North Cachar Hills,209,119
2025-05-01,Assam,Sibsagar,612,329
2025-05-01,Assam,Sonitpur,1779,1243
2025-05-01,Assam,South Salmara Mankachar,131,83
2025-05-01,Assam,Tinsukia,1118,830
2025-05-01,Assam,Udalguri,1317,748
2025-05-01,Assam,West Karbi Anglong,66,113
2025-05-01,Bihar,Araria,8591,8598
2025-05-01,Bihar,Arwal,1452,1735
2025-05-01,Bihar,Aurangabad,5482,4879
2025-05-01,Bihar,Banka,7652,5755
2025-05-01,Bihar,Begusarai,8772,7663
2025-05-01,Bihar,Bhagalpur,8529,7339
2025-05-01,Bihar,Bhojpur,4727,5240
2025-05-01,Bihar,Buxar,3077,3175
2025-05-01,Bihar,Darbhanga,12847,11457
2025-05-01,Bihar,East Champaran,12700,10844
2025-05-01,Bihar,Gaya,10806,8820
2025-05-01,Bihar,Gopalganj,6673,6360
2025-05-01,Bihar,Jamui,5842,3547
2025-05-01,Bihar,Jehanabad,1865,1881
2025-05-01,Bihar,Kaimur (Bhabua),4375,3917
2025-05-01,Bihar,Katihar,11024,11144
2025-05-01,Bihar,Khagaria,4203,4085
2025-05-01,Bihar,Kishanganj,6382,8117
2025-05-01,Bihar,Lakhisarai,2807,2654
2025-05-01,Bihar,Madhepura,7859,5953
2025-05-01,Bihar,Madhubani,16018,14123
2025-05-01,Bihar,Munger,2651,2836
2025-05-01,Bihar,Muzaffarpur,12578,12122
2025-05-01,Bihar,Nalanda,6448,6644
2025-05-01,Bihar,Nawada,4894,4112
2025-05-01,Bihar,Patna,13057,12157
2025-05-01,Bihar,Purnea,127,385
2025-05-01,Bihar,Purnia,11549,12253
2025-05-01,Bihar,Rohtas,5855,6101
2025-05-01,Bihar,Saharsa,5638,7734
2025-05-01,Bihar,Samastipur,11934,11062
2025-05-01,Bihar,Saran,8390,8257
2025-05-01,Bihar,Sheikhpura,1828,2215
2025-05-01,Bihar,Sheohar,1621,2038
2025-05-01,Bihar,Sitamarhi,11734,9727
2025-05-01,Bihar,Siwan,7028,7021
2025-05-01,Bihar,Supaul,6550,7043
2025-05-01,Bihar,Vaishali,10356,10497
2025-05-01,Bihar,West Champaran,9994,8794
2025-05-01,Chandigarh,Chandigarh,3424,3142
2025-05-01,Chhattisgarh,Balod,1759,7096
2025-05-01,Chhattisgarh,Baloda Bazar,3113,13104
2025-05-01,Chhattisgarh,Balrampur,1018,3547
2025-05-01,Chhattisgarh,Bastar,1610,7715
2025-05-01,Chhattisgarh,Bemetara,2455,13382
2025-05-01,Chhattisgarh,Bijapur,1013,1573
2025-05-01,Chhattisgarh,Bilaspur,3368,16548
2025-05-01,Chhattisgarh,Dakshin Bastar Dantewada,661,1609
2025-05-01,Chhattisgarh,Dantewada,357,875
2025-05-01,Chhattisgarh,Dhamtari,1515,8986
2025-05-01,Chhattisgarh,Durg,3422,15801
2025-05-01,Chhattisgarh,Gariyaband,768,4069
2025-05-01,Chhattisgarh,Gaurela-pendra-marwahi,63,339
2025-05-01,Chhattisgarh,Janjgir-champa,2831,13587
2025-05-01,Chhattisgarh,Jashpur,1488,5051
2025-05-01,Chhattisgarh,Kabeerdham,786,2783
2025-05-01,Chhattisgarh,Kanker,1052,3581
2025-05-01,Chhattisgarh,Kawardha,1238,5710
2025-05-01,Chhattisgarh,Kondagaon,1041,3407
2025-05-01,Chhattisgarh,Korba,2140,7979
2025-05-01,Chhattisgarh,Koriya,1056,4545
2025-05-01,Chhattisgarh,Mahasamund,1642,8428
2025-05-01,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,176,721
2025-05-01,Chhattisgarh,Mungeli,1994,6293
2025-05-01,Chhattisgarh,Narayanpur,572,1936
2025-05-01,Chhattisgarh,Raigarh,2535,13681
2025-05-01,Chhattisgarh,Raipur,4261,18656
2025-05-01,Chhattisgarh,Rajnandgaon,3087,11257
2025-05-01,Chhattisgarh,Sakti,39,360
2025-05-01,Chhattisgarh,Sukma,941,1639
2025-05-01,Chhattisgarh,Surajpur,916,3821
2025-05-01,Chhattisgarh,Surguja,1384,5541
2025-05-01,Chhattisgarh,Uttar Bastar Kanker,397,2398
2025-05-01,Dadra & Nagar Haveli,Dadra & Nagar Haveli,12,103
2025-05-01,Dadra and Nagar Haveli,Dadra and Nagar Haveli,1455,2134
2025-05-01,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,98,256
2025-05-01,Dadra and Nagar Haveli and Daman and Diu,Daman,30,56
2025-05-01,Daman & Diu,Daman,52,130
2025-05-01,Daman & Diu,Diu,34,86
2025-05-01,Daman and Diu,Daman,265,192
2025-05-01,Daman and Diu,Diu,229,116
2025-05-01,Delhi,Central Delhi,3194,4521
2025-05-01,Delhi,East Delhi,7213,10678
2025-05-01,Delhi,Najafgarh,15,155
2025-05-01,Delhi,New Delhi,271,259
2025-05-01,Delhi,North Delhi,3388,5005
2025-05-01,Delhi,North East,351,7754
2025-05-01,Delhi,North East Delhi,11102,10130
2025-05-01,Delhi,North West Delhi,18087,28734
2025-05-01,Delhi,Shahdara,440,913
2025-05-01,Delhi,South Delhi,12807,18274
2025-05-01,Delhi,South East Delhi,35,47
2025-05-01,Delhi,South West Delhi,8454,10524
2025-05-01,Delhi,West Delhi,9666,15641
2025-05-01,Goa,North Goa,2049,2289
2025-05-01,Goa,South Goa,2202,2188
2025-05-01,Gujarat,Ahmadabad,191,2644
2025-05-01,Gujarat,Ahmedabad,26986,37810
2025-05-01,Gujarat,Amreli,5434,4540
2025-05-01,Gujarat,Anand,7432,9057
2025-05-01,Gujarat,Arvalli,2360,1242
2025-05-01,Gujarat,Banaskantha,7142,8480
2025-05-01,Gujarat,Bharuch,5135,5066
2025-05-01,Gujarat,Bhavnagar,10156,10611
2025-05-01,Gujarat,Botad,1370,752
2025-05-01,Gujarat,Chhotaudepur,3901,2781
2025-05-01,Gujarat,Dahod,8377,6855
2025-05-01,Gujarat,Devbhumi Dwarka,2476,1165
2025-05-01,Gujarat,Dohad,354,1586
2025-05-01,Gujarat,Gandhinagar,5323,6353
2025-05-01,Gujarat,Gir Somnath,2737,1688
2025-05-01,Gujarat,Jamnagar,7695,6573
2025-05-01,Gujarat,Junagadh,4568,9031
2025-05-01,Gujarat,Kachchh,10768,8013
2025-05-01,Gujarat,Kheda,6775,7951
2025-05-01,Gujarat,Mahesana,5382,7238
2025-05-01,Gujarat,Mahisagar,2174,1643
2025-05-01,Gujarat,Morbi,3969,1670
2025-05-01,Gujarat,Narmada,2301,3087
2025-05-01,Gujarat,Navsari,2904,2740
2025-05-01,Gujarat,Panchmahals,4063,7124
2025-05-01,Gujarat,Patan,4496,4617
2025-05-01,Gujarat,Porbandar,2491,2696
2025-05-01,Gujarat,Rajkot,13186,13774
2025-05-01,Gujarat,Sabarkantha,5473,6221
2025-05-01,Gujarat,Surat,20703,21712
2025-05-01,Gujarat,Surendra Nagar,6836,7004
2025-05-01,Gujarat,Tapi,2307,2764
2025-05-01,Gujarat,The Dangs,2509,2393
2025-05-01,Gujarat,Vadodara,9922,17396
2025-05-01,Gujarat,Valsad,5074,5660
2025-05-01,Haryana,Ambala,2595,5584
2025-05-01,Haryana,Bhiwani,3560,6956
2025-05-01,Haryana,Charkhi Dadri,275,866
2025-05-01,Haryana,Faridabad,4394,6637
2025-05-01,Haryana,Fatehabad,2589,4161
2025-05-01,Haryana,Gurgaon,3638,4559
2025-05-01,Haryana,Hisar,5072,7266
2025-05-01,Haryana,Jhajjar,2083,3670
2025-05-01,Haryana,Jind,3306,6372
2025-05-01,Haryana,Kaithal,2881,5344
2025-05-01,Haryana,Karnal,3021,7129
2025-05-01,Haryana,Kurukshetra,2344,5548
2025-05-01,Haryana,Mahendragarh,1634,3057
2025-05-01,Haryana,Mewat,3067,3114
2025-05-01,Haryana,Palwal,2611,3067
2025-05-01,Haryana,Panchkula,1714,2447
2025-05-01,Haryana,Panipat,2801,5034
2025-05-01,Haryana,Rewari,1794,2565
2025-05-01,Haryana,Rohtak,2482,6085
2025-05-01,Haryana,Sirsa,3439,6291
2025-05-01,Haryana,Sonipat,3382,6491
2025-05-01,Haryana,Yamuna Nagar,3222,6665
2025-05-01,Himachal Pradesh,Bilaspur,543,1318
2025-05-01,Himachal Pradesh,Chamba,930,2000
2025-05-01,Himachal Pradesh,Hamirpur,586,1034
2025-05-01,Himachal Pradesh,Kangra,2600,4361
2025-05-01,Himachal Pradesh,Kinnaur,127,207
2025-05-01,Himachal Pradesh,Kullu,667,1074
2025-05-01,Himachal Pradesh,Mandi,1730,3266
2025-05-01,Himachal Pradesh,Shimla,1060,2141
2025-05-01,Himachal Pradesh,Sirmaur,1182,1518
2025-05-01,Himachal Pradesh,Solan,1152,2021
2025-05-01,Himachal Pradesh,Una,844,1693
2025-05-01,Jammu and Kashmir,Anantnag,2647,2361
2025-05-01,Jammu and Kashmir,Badgam,550,987
2025-05-01,Jammu and Kashmir,Bandipore,1156,1116
2025-05-01,Jammu and Kashmir,Baramula,2233,3890
2025-05-01,Jammu and Kashmir,Budgam,2067,553
2025-05-01,Jammu and Kashmir,Doda,1938,1969
2025-05-01,Jammu and Kashmir,Ganderbal,572,798
2025-05-01,Jammu and Kashmir,Jammu,3268,6010
2025-05-01,Jammu and Kashmir,Kargil,86,103
2025-05-01,Jammu and Kashmir,Kathua,2143,1970
2025-05-01,Jammu and Kashmir,Kishtwar,1890,1547
2025-05-01,Jammu and Kashmir,Kulgam,1479,1398
2025-05-01,Jammu and Kashmir,Kupwara,2283,2807
2025-05-01,Jammu and Kashmir,Leh,73,56
2025-05-01,Jammu and Kashmir,Pulwama,1112,1397
2025-05-01,Jammu and Kashmir,Punch,1537,1698
2025-05-01,Jammu and Kashmir,Rajouri,2079,2244
2025-05-01,Jammu and Kashmir,Ramban,1728,996
2025-05-01,Jammu and Kashmir,Reasi,1873,1309
2025-05-01,Jammu and Kashmir,Samba,462,493
2025-05-01,Jammu and Kashmir,Shupiyan,810,733
2025-05-01,Jammu and Kashmir,Srinagar,1888,4427
2025-05-01,Jammu and Kashmir,Udhampur,2221,2341
2025-05-01,Jharkhand,Bokaro,6177,7932
2025-05-01,Jharkhand,Chatra,2477,3025
2025-05-01,Jharkhand,Deoghar,3670,3923
2025-05-01,Jharkhand,Dhanbad,5975,10849
2025-05-01,Jharkhand,Dumka,3576,4535
2025-05-01,Jharkhand,East Singhbhum,7935,9554
2025-05-01,Jharkhand,Garhwa,3835,5172
2025-05-01,Jharkhand,Garhwa *,65,379
2025-05-01,Jharkhand,Giridih,5697,6079
2025-05-01,Jharkhand,Godda,4276,3593
2025-05-01,Jharkhand,Gumla,3857,8406
2025-05-01,Jharkhand,Hazaribag,157,640
2025-05-01,Jharkhand,Hazaribagh,3961,3948
2025-05-01,Jharkhand,Jamtara,2169,2513
2025-05-01,Jharkhand,Khunti,1600,2746
2025-05-01,Jharkhand,Kodarma,123,458
2025-05-01,Jharkhand,Koderma,2018,2415
2025-05-01,Jharkhand,Latehar,2121,1986
2025-05-01,Jharkhand,Lohardaga,1411,2759
2025-05-01,Jharkhand,Pakaur,115,167
2025-05-01,Jharkhand,Pakur,3455,2024
2025-05-01,Jharkhand,Palamau,24,173
2025-05-01,Jharkhand,Palamu,4879,5455
2025-05-01,Jharkhand,Pashchimi Singhbhum,554,1401
2025-05-01,Jharkhand,Purbi Singhbhum,655,2125
2025-05-01,Jharkhand,Ramgarh,1944,2231
2025-05-01,Jharkhand,Ranchi,6079,13339
2025-05-01,Jharkhand,Sahebganj,5129,3510
2025-05-01,Jharkhand,Sahibganj,58,145
2025-05-01,Jharkhand,Seraikela-Kharsawan,3961,4442
2025-05-01,Jharkhand,Seraikela-kharsawan,342,1431
2025-05-01,Jharkhand,Simdega,2513,5907
2025-05-01,Jharkhand,West Singhbhum,8463,9863
2025-05-01,Karnataka,Bagalkot,5232,4284
2025-05-01,Karnataka,Bagalkot *,31,54
2025-05-01,Karnataka,Ballari,3568,1489
2025-05-01,Karnataka,Bangalore,8792,17856
2025-05-01,Karnataka,Bangalore Rural,3142,2161
2025-05-01,Karnataka,Belagavi,6509,3387
2025-05-01,Karnataka,Belgaum,5911,8088
2025-05-01,Karnataka,Bellary,4390,4354
2025-05-01,Karnataka,Bengaluru,22508,19332
2025-05-01,Karnataka,Bidar,4061,4348
2025-05-01,Karnataka,Bijapur,2461,4056
2025-05-01,Karnataka,Chamarajanagar,47,152
2025-05-01,Karnataka,Chamrajanagar,2278,1667
2025-05-01,Karnataka,Chamrajnagar,72,155
2025-05-01,Karnataka,Chickmagalur,1409,1868
2025-05-01,Karnataka,Chikkaballapur,3354,2327
2025-05-01,Karnataka,Chikkamagaluru,1666,686
2025-05-01,Karnataka,Chikmagalur,42,108
2025-05-01,Karnataka,Chitradurga,5145,3765
2025-05-01,Karnataka,Dakshina Kannada,6122,4229
2025-05-01,Karnataka,Davanagere,76,379
2025-05-01,Karnataka,Davangere,6359,6019
2025-05-01,Karnataka,Dharwad,5773,5683
2025-05-01,Karnataka,Gadag,3784,2254
2025-05-01,Karnataka,Gadag *,48,95
2025-05-01,Karnataka,Gulbarga,2506,4686
2025-05-01,Karnataka,Hasan,385,892
2025-05-01,Karnataka,Hassan,4707,2426
2025-05-01,Karnataka,Haveri,4944,5385
2025-05-01,Karnataka,Haveri *,45,151
2025-05-01,Karnataka,Kalaburagi,5253,3154
2025-05-01,Karnataka,Kodagu,1543,1096
2025-05-01,Karnataka,Kolar,5179,3878
2025-05-01,Karnataka,Koppal,4851,3125
2025-05-01,Karnataka,Mandya,5982,4304
2025-05-01,Karnataka,Mysore,2634,4356
2025-05-01,Karnataka,Mysuru,4685,3119
2025-05-01,Karnataka,Raichur,6937,6392
2025-05-01,Karnataka,Ramanagar,3499,2369
2025-05-01,Karnataka,Shimoga,1359,2213
2025-05-01,Karnataka,Shivamogga,3585,1454
2025-05-01,Karnataka,Tumakuru,4581,2187
2025-05-01,Karnataka,Tumkur,3666,5276
2025-05-01,Karnataka,Udupi,3341,1379
2025-05-01,Karnataka,Uttara Kannada,4025,2290
2025-05-01,Karnataka,Vijayanagara,1099,2954
2025-05-01,Karnataka,Vijayapura,3969,2127
2025-05-01,Karnataka,Yadgir,4320,3817
2025-05-01,Karnataka,yadgir,77,248
2025-05-01,Kerala,Alappuzha,6743,6924
2025-05-01,Kerala,Ernakulam,14483,11650
2025-05-01,Kerala,Idukki,3849,3625
2025-05-01,Kerala,Kannur,9785,7844
2025-05-01,Kerala,Kasaragod,6753,4286
2025-05-01,Kerala,Kasargod,14,81
2025-05-01,Kerala,Kollam,9489,10764
2025-05-01,Kerala,Kottayam,5931,6195
2025-05-01,Kerala,Kozhikode,11230,9081
2025-05-01,Kerala,Malappuram,19020,15466
2025-05-01,Kerala,Palakkad,12059,12731
2025-05-01,Kerala,Pathanamthitta,3840,5534
2025-05-01,Kerala,Thiruvananthapuram,9780,12344
2025-05-01,Kerala,Thrissur,12809,10040
2025-05-01,Kerala,Wayanad,2450,2691
2025-05-01,Ladakh,Kargil,110,169
2025-05-01,Ladakh,Leh,126,147
2025-05-01,Lakshadweep,Lakshadweep,330,371
2025-05-01,Madhya Pradesh,Agar Malwa,841,1203
2025-05-01,Madhya Pradesh,Alirajpur,6203,4179
2025-05-01,Madhya Pradesh,Anuppur,5999,5131
2025-05-01,Madhya Pradesh,Ashok Nagar,7612,3198
2025-05-01,Madhya Pradesh,Balaghat,9527,7651
2025-05-01,Madhya Pradesh,Barwani,13286,9751
2025-05-01,Madhya Pradesh,Betul,7335,8768
2025-05-01,Madhya Pradesh,Bhind,6903,3011
2025-05-01,Madhya Pradesh,Bhopal,15573,12290
2025-05-01,Madhya Pradesh,Burhanpur,5674,5891
2025-05-01,Madhya Pradesh,Chhatarpur,11668,7228
2025-05-01,Madhya Pradesh,Chhindwara,10252,10305
2025-05-01,Madhya Pradesh,Damoh,9967,5839
2025-05-01,Madhya Pradesh,Datia,4143,2035
2025-05-01,Madhya Pradesh,Dewas,6519,5984
2025-05-01,Madhya Pradesh,Dhar,15939,9186
2025-05-01,Madhya Pradesh,Dindori,5198,3608
2025-05-01,Madhya Pradesh,East Nimar,1421,3575
2025-05-01,Madhya Pradesh,Guna,13763,5675
2025-05-01,Madhya Pradesh,Gwalior,10115,6888
2025-05-01,Madhya Pradesh,Harda,2304,1931
2025-05-01,Madhya Pradesh,Harda *,234,886
2025-05-01,Madhya Pradesh,Hoshangabad,6421,6345
2025-05-01,Madhya Pradesh,Indore,13712,13401
2025-05-01,Madhya Pradesh,Jabalpur,9240,7673
2025-05-01,Madhya Pradesh,Jhabua,7472,3874
2025-05-01,Madhya Pradesh,Katni,5971,4594
2025-05-01,Madhya Pradesh,Khandwa,5422,2663
2025-05-01,Madhya Pradesh,Khargone,12093,10083
2025-05-01,Madhya Pradesh,Mandla,5699,3652
2025-05-01,Madhya Pradesh,Mandsaur,6827,5260
2025-05-01,Madhya Pradesh,Mauganj,16,57
2025-05-01,Madhya Pradesh,Morena,14885,5592
2025-05-01,Madhya Pradesh,Narmadapuram,183,724
2025-05-01,Madhya Pradesh,Narsimhapur,254,829
2025-05-01,Madhya Pradesh,Narsinghpur,4437,3011
2025-05-01,Madhya Pradesh,Neemuch,5948,3106
2025-05-01,Madhya Pradesh,Niwari,172,167
2025-05-01,Madhya Pradesh,Panna,8098,4489
2025-05-01,Madhya Pradesh,Raisen,14220,5558
2025-05-01,Madhya Pradesh,Rajgarh,12653,9470
2025-05-01,Madhya Pradesh,Ratlam,10135,6574
2025-05-01,Madhya Pradesh,Rewa,19729,8248
2025-05-01,Madhya Pradesh,Sagar,13782,7704
2025-05-01,Madhya Pradesh,Satna,14010,7218
2025-05-01,Madhya Pradesh,Sehore,8701,7423
2025-05-01,Madhya Pradesh,Seoni,7207,5208
2025-05-01,Madhya Pradesh,Shahdol,6223,4920
2025-05-01,Madhya Pradesh,Shajapur,9285,7605
2025-05-01,Madhya Pradesh,Sheopur,5608,2771
2025-05-01,Madhya Pradesh,Shivpuri,12507,6663
2025-05-01,Madhya Pradesh,Sidhi,12495,4528
2025-05-01,Madhya Pradesh,Singrauli,11020,2964
2025-05-01,Madhya Pradesh,Tikamgarh,13118,7236
2025-05-01,Madhya Pradesh,Ujjain,9806,6639
2025-05-01,Madhya Pradesh,Umaria,2665,1952
2025-05-01,Madhya Pradesh,Vidisha,8890,6068
2025-05-01,Madhya Pradesh,West Nimar,357,845
2025-05-01,Maharashtra,Ahmadnagar,10752,21200
2025-05-01,Maharashtra,Ahmed Nagar,30,159
2025-05-01,Maharashtra,Akola,4847,14365
2025-05-01,Maharashtra,Amravati,8696,25649
2025-05-01,Maharashtra,Aurangabad,8874,21550
2025-05-01,Maharashtra,Beed,8378,19884
2025-05-01,Maharashtra,Bhandara,2463,8202
2025-05-01,Maharashtra,Bid,14,250
2025-05-01,Maharashtra,Buldana,221,2483
2025-05-01,Maharashtra,Buldhana,5768,11685
2025-05-01,Maharashtra,Chandrapur,6205,17308
2025-05-01,Maharashtra,Chatrapati Sambhaji Nagar,50,285
2025-05-01,Maharashtra,Chhatrapati Sambhajinagar,119,458
2025-05-01,Maharashtra,Dharashiv,12,44
2025-05-01,Maharashtra,Dhule,7137,14966
2025-05-01,Maharashtra,Gadchiroli,3105,8605
2025-05-01,Maharashtra,Gondiya,2717,6983
2025-05-01,Maharashtra,Hingoli,3574,8537
2025-05-01,Maharashtra,Jalgaon,12305,30929
2025-05-01,Maharashtra,Jalna,5279,13214
2025-05-01,Maharashtra,Kolhapur,11630,19495
2025-05-01,Maharashtra,Latur,7842,28794
2025-05-01,Maharashtra,Mumbai,14123,31216
2025-05-01,Maharashtra,Mumbai City,2638,2445
2025-05-01,Maharashtra,Mumbai Suburban,8945,8965
2025-05-01,Maharashtra,Mumbai( Sub Urban ),33,187
2025-05-01,Maharashtra,Nagpur,12341,27562
2025-05-01,Maharashtra,Nanded,8711,25421
2025-05-01,Maharashtra,Nandurbar,6834,17456
2025-05-01,Maharashtra,Nashik,15830,34979
2025-05-01,Maharashtra,Osmanabad,6156,13014
2025-05-01,Maharashtra,Palghar,9368,9054
